"GEOID","NAME","IncomeE","PopE","AgeE","HouseValueE","HouseholdSizeE","NumHouseE","BirthPlace_Born in state of res","BirthPlace_Born in other state","BirthPlace_Native; born outside","BirthPlace_Foreign born:","Industry_Agric","Industry_Const","Industry_Manuf","Industry_Whole","Industry_Retai","Industry_Trans","Industry_Infor","Industry_Finan","Industry_Profe","Industry_Educa","Industry_Arts,","Industry_Other","Industry_Publi","HouseType_Owner occupied","HouseType_Renter occupied","Race_White alone","Race_Black or African American","Race_American Indian and Alaska","Race_Asian alone","Race_Native Hawaiian and Other","Race_Some other race alone","Race_Two or more races:","geometry","AREA","NumColleges","DistToRiver","MinDistToHwy","NumHwys","AnyHwys","avg_elevation","pctWhite","incomeThousands"
1048574.95191597, 1048548.18773697, 1049094.7944585, 1049172.1080835, 1049252.82000498, 1049741.37198802, 1050994.93163952, 1053816.86826336))),29531946.7312341,1,8239.41220404644,5607.8060958663,0,FALSE,278.851694915254,79.8182586644125,93.958
"27123035200","Census Tract 352; Ramsey County; Minnesota",76279,3546,36.8,461100,2.14,1642,0.582064297800338,0.385504794134236,0,0.0324309080654258,0,0.0291390728476821,0.0640176600441501,0,0.0746136865342163,0.0578366445916115,0.0216335540838852,0.036644591611479,0.132450331125828,0.347019867549669,0.1280353200883,0.0573951434878587,0.0512141280353201,0.578562728380024,0.421437271619976,0.906937394247039,0.00733220530174845,0,0.0310208685843204,0,0.00169204737732657,0.0530174844895657,list(list(c(2840366.51454506, 2840355.29265838, 2840353.80285525, 2840336.81218551, 2842974.97141066, 2842989.96628812, 2843001.37395199, 2843012.86723625, 2841694.98238085, 2840375.02968537, 2840366.51454506, 1035645.14794205, 1036873.37814308, 1037019.56849845, 1038788.44733808, 1038841.38382914, 1037011.23094544, 1035654.29772184, 1034314.13863268, 1034307.87750209, 1034301.31274808, 1035645.14794205))),11883026.0145795,1,8134.68111442462,1825.99603094537,0,FALSE,288.730769230769,90.6937394247039,76.279
"27123041200","Census Tract 412; Ramsey County; Minnesota",68438,4044,35.1,278700,2.08,1860,0.666172106824926,0.159000989119683,0,0.174826904055391,0.00295109612141653,0.0868465430016863,0.182967959527825,0.019814502529511,0.0657672849915683,0.0425801011804385,0.0155986509274874,0.0843170320404722,0.16610455311973,0.208263069139966,0.0581787521079258,0.0366779089376054,0.0299325463743676,0.572043010752688,0.427956989247312,0.622898120672601,0.134025717111771,0.00618199802176063,0.0489614243323442,0,0.105588526211672,0.0823442136498516,list(list(c(2829289.76742703, 2829084.08376149, 2829783.57016002, 2829766.30152233, 2829676.17836645, 2830340.6558342, 2830806.50602388, 2831570.95672842, 2832582.76161106, 2834917.44429656, 2834520.20433613, 2834539.14859224, 2834589.35584948, 2834311.94204636, 2834335.48005669, 2831549.49537682, 2830719.79294588, 2829652.43986474, 2829625.64356145, 2828632.17004235, 2829289.76742703, 1078248.50272932, 1080407.94549654, 1080411.80993729, 1081498.19520153, 1081731.76784611, 1081850.1652345, 1081986.33322301, 
1082237.73643465, 1082427.064214, 1082647.07066032, 1078703.81081776, 1078097.64430157, 1076556.18792414, 1076564.73611568, 1076849.36892838, 1076804.03520943, 1076518.09032919, 1076455.56675355, 1077778.85460475, 1077753.19564335, 1078248.50272932))),29030973.3967185,0,34948.2539364074,0,2,TRUE,274.188034188034,62.2898120672601,68.438
"27123033800","Census Tract 338; Ramsey County; Minnesota",87434,1840,33.5,264700,2.61,701,0.591304347826087,0.382065217391304,0,0.0266304347826087,0,0.0574488802336904,0.0613437195715677,0.0116845180136319,0.108081791626095,0.0603700097370983,0.0116845180136319,0.0701071080817916,0.106134371957157,0.336903602726388,0.0769230769230769,0.0584225900681597,0.0408958130477118,0.737517831669044,0.262482168330956,0.495652173913044,0.32554347826087,0.00706521739130435,0.0375,0,0.0266304347826087,0.107608695652174,list(list(c(2845597.08403005, 2846252.57020652, 2847568.11548918, 2849068.5184575, 2849082.00342722, 2849086.54201016, 2849089.95558605, 2848243.93547117, 2847583.72573492, 2845608.78416636, 2845605.67461091, 2845600.16685352, 2845597.08403005, 1039885.11088394, 1040214.27454643, 1040236.11199175, 1040258.16767986, 1039596.91756255, 1039193.34835587, 1038895.86725838, 1038881.80804548, 1038877.03113878, 1038863.61258728, 1039161.46151043, 1039565.0206486, 1039885.11088394))),4611007.90823871,0,8329.24559280528,463.911136399906,0,FALSE,275.578947368421,49.5652173913044,87.434
"27123040603","Census Tract 406.03; Ramsey County; Minnesota",114212,5671,41.5,380100,2.47,2276,0.733380356198201,0.186915887850467,0.003350379121848,0.0763533768294833,0,0.0137659783677483,0.115044247787611,0.0242543428384136,0.122582759750901,0.00458865945591609,0,0.113405440839069,0.18813503769256,0.245821042281219,0.0848901999344477,0.0485086856768273,0.0390036053752868,0.95079086115993,0.0492091388400703,0.794745194850996,0.00811144418973726,0,0.0624228531123259,0,0.0148122024334333,0.119908305413507,list(list(c(2855462.83042909, 2860567.67642481, 2863205.34417301, 2863447.34126155, 2863527.40697824, 2868482.26873961, 2868508.01415515, 2868508.93088942, 2861276.05859833, 2860635.53026558, 2857975.68826961, 2855562.84169638, 2855462.83042909, 1087274.61200497, 1087356.18755689, 1087397.12495879, 1087402.77727783, 1087404.41213115, 1087474.90210844, 1084842.61501147, 1082167.38705514, 1082073.44890142, 1082115.50645381, 1082080.85106004, 1082049.22958837, 1087274.61200497))),68500965.0702648,0,42381.1127044268,142.063920439063,0,FALSE,277.21981981982,79.4745194850996,114.212
"27123031900","Census Tract 319; Ramsey County; Minnesota",61875,2941,30.6,310000,1.98,1425,0.477728663719823,0.303638218293098,0.0146208772526352,0.204012240734444,0.00542005420054201,0.0113821138211382,0.0823848238482385,0.043360433604336,0.10840108401084,0.0249322493224932,0.0151761517615176,0.0254742547425474,0.14579945799458,0.369105691056911,0.0878048780487805,0.0211382113821138,0.0596205962059621,0.189473684210526,0.810526315789474,0.599115946956817,0.274736484189051,0.00272016320979259,0.0591635498129888,0,0.0193811628697722,0.0448826929615777,list(list(c(2829709.91793094, 2829700.93456111, 2829692.73262018, 2831373.55140264, 2832565.93453134, 2832811.80747521, 2833365.09959861, 2837457.52745228, 2840244.84311306, 2840248.06430358, 2840253.17120045, 2840256.57817317, 2839601.96061952, 2838960.69092079, 2836300.95160807, 2836314.95647154, 2837630.28241281, 2837662.96653487, 2836336.62579073, 2832362.74850315, 2831357.69855117, 2829716.34679424, 2829709.91793094, 1047806.99652167, 1049534.76903263, 1050994.93163952, 1049741.37198802, 1049252.82000498, 
1049172.1080835, 1049094.7944585, 1048548.18773697, 1048574.95191597, 1047674.77288258, 1047427.62228047, 1047093.31368334, 1047073.16213883, 1046936.12777609, 1046838.61912292, 1044688.32230552, 1044704.07347403, 1042151.44587458, 1042858.59261638, 1045038.18692277, 1045589.46894018, 1046502.87113302, 1047806.99652167))),40561229.4332201,0,4311.67630420467,1413.2464696541,0,FALSE,273.5,59.9115946956817,61.875
"27123041700","Census Tract 417; Ramsey County; Minnesota",96875,3432,43.5,291800,2.28,1482,0.636946386946387,0.224941724941725,0.00145687645687646,0.136655011655012,0.0112044817927171,0.084593837535014,0.100840336134454,0.0380952380952381,0.0901960784313725,0,0.0196078431372549,0.0605042016806723,0.185994397759104,0.194397759103641,0.0868347338935574,0.0896358543417367,0.0380952380952381,0.718623481781376,0.281376518218623,0.740384615384615,0.0483682983682984,0,0.0812937062937063,0,0.013986013986014,0.115967365967366,list(list(c(2845397.32655604, 2847189.05373928, 2848093.85319114, 2849996.33177505, 2850655.15473893, 2850676.89470658, 2850725.63369297, 2850748.88922695, 2847741.38063749, 2847310.34541826, 2846800.40077465, 2845479.87063435, 2845473.51914834, 2845437.81172501, 2845398.15973614, 2845397.32655604, 1062140.50361875, 1062177.88313497, 1062097.36758095, 1061887.49038566, 1061906.55522369, 1060622.98881534, 1057999.7666178, 1055389.03951091, 1055398.6647929, 1055398.86209498, 1055398.96834494, 1055399.72236208, 
1058039.42925798, 1060666.07447991, 1062110.24957769, 1062140.50361875))),35005282.1194867,0,19695.972887045,9415.56304867272,0,FALSE,286.247311827957,74.0384615384615,96.875
"27123033100","Census Tract 331; Ramsey County; Minnesota",58158,1872,45.6,223400,2.53,706,0.491987179487179,0.399038461538462,0,0.108974358974359,0.0038961038961039,0.109090909090909,0.21038961038961,0.0818181818181818,0.051948051948052,0.0233766233766234,0.0181818181818182,0.0337662337662338,0.0909090909090909,0.268831168831169,0.0623376623376623,0.0454545454545455,0,0.439093484419263,0.560906515580737,0.661858974358974,0.158653846153846,0.00213675213675214,0.030982905982906,0,0.0582264957264957,0.0881410256410256,list(list(c(2863571.24534073, 2864627.4206193, 2864856.10583624, 2864831.49273976, 2866386.86447747, 2867358.50884295, 2867717.49885456, 2867722.91988941, 2867735.56824722, 2867748.36351288, 2866171.23559794, 2865628.78776614, 2864260.50652246, 2863892.12592843, 2863520.50276359, 2863571.24534073, 1044010.50654327, 1044626.98063128, 1045050.33469212, 1045895.94928882, 1046011.37872407, 1046083.75727894, 1046153.50839005, 1045095.83678723, 1044445.51817296, 1043782.44028143, 1043835.47846225, 1043459.2155333, 
1042510.64373169, 1042875.82397547, 1042634.99479091, 1044010.50654327))),9091976.16981769,1,2786.09482740549,0,1,TRUE,259.028169014084,66.1858974358974,58.158
"27123040102","Census Tract 401.02; Ramsey County; Minnesota",158125,4355,43,410100,2.72,1590,0.729276693455798,0.24638346727899,0.0172215843857635,0.00711825487944891,0.0203994900127497,0.110497237569061,0.102422439439014,0.0152996175095623,0.0586485337866553,0.0263493412664683,0.0131746706332342,0.0531236719082023,0.0616234594135147,0.373140671483213,0.070123246918827,0.0280492987675308,0.0671483212919677,0.977987421383648,0.0220125786163522,0.856716417910448,0.00183696900114811,0,0.0052812858783008,0,0.0748564867967853,0.061308840413318,list(list(c(2873643.96468379, 2876286.67965167, 2876762.61025898, 2877216.25932247, 2876505.94273222, 2876006.07650858, 2875860.88180654, 2875923.36660545, 2875629.86672319, 2875713.20145265, 2876222.93561527, 2876228.47673266, 2876401.47796625, 2877484.96411299, 2881787.76201891, 2881997.33622171, 2885548.78579777, 2886751.64577257, 2886804.519786, 2886865.99021319, 2884213.04746661, 2883835.0783212, 2882112.13720405, 2881534.26284883, 2878930.95075721, 2878930.79968588, 2876296.75327576, 2874979.13023747, 
2874982.01264923, 2873669.29686628, 2873643.96468379, 1094145.08748567, 1094169.13274588, 1094388.48383762, 1095066.28212537, 1096463.07466941, 1097888.65061195, 1099348.72278782, 1100064.14189087, 1100602.12537383, 1101908.8593369, 1102613.19907578, 1103447.54199626, 1103833.19805187, 1103848.3415019, 1103859.13751264, 1103862.05727049, 1103907.86087924, 1103872.44941872, 1101070.89811893, 1096372.28326062, 1095919.8018764, 1095807.22663712, 1095063.80847203, 1094802.25639749, 1093656.79416141, 
1093712.21589515, 1092955.77063747, 1092840.19697022, 1092618.90225779, 1092282.14023589, 1094145.08748567))),100514523.564151,0,53267.6212128219,0,1,TRUE,280.279799247177,85.6716417910448,158.125
"27123034204","Census Tract 342.04; Ramsey County; Minnesota",59313,2472,50,166000,1.42,1570,0.580906148867314,0.270226537216828,0.0137540453074434,0.135113268608414,0,0.024799416484318,0.150255288110868,0.0189642596644785,0.0846097738876732,0.0736688548504741,0.0087527352297593,0.0590809628008753,0.151714077315828,0.266958424507659,0.0685630926331145,0.0328227571115974,0.0598103574033552,0.43312101910828,0.56687898089172,0.683252427184466,0.121763754045307,0.00647249190938511,0.0780744336569579,0,0.026294498381877,0.0841423948220065,list(list(c(2857276.75628867, 2858052.74241186, 2859043.5972473, 2859823.89925089, 2859455.14742722, 2858846.10511804, 2858603.00800327, 2858174.55655437, 2857503.59455984, 2856711.07384133, 2857276.75628867, 1040304.14281386, 1040794.33216167, 1041516.63185475, 1040399.38232857, 1040148.4489536, 1039734.43482905, 1039661.74167073, 1039374.80439767, 1038912.74778805, 1039285.42102609, 1040304.14281386))),3705498.13017797,1,2022.44976172424,0,4,TRUE,240.928571428571,68.3252427184466,59.313
"27123040805","Census Tract 408.05; Ramsey County; Minnesota",145441,4515,21.5,437400,2.98,972,0.703654485049834,0.250498338870432,0.0132890365448505,0.0325581395348837,0.0149190110826939,0.0238704177323103,0.0822676896845695,0.0332480818414322,0.0758738277919864,0.0319693094629156,0.0140664961636829,0.0268542199488491,0.0690537084398977,0.440323955669224,0.119778346121057,0.0430520034100597,0.0247229326513214,0.849794238683128,0.150205761316872,0.866002214839424,0.021483942414175,0.00110741971207087,0.0372093023255814,0,0.0130675526024363,0.0611295681063123,list(list(c(2834520.20433613, 2834917.44429656, 2834998.25691711, 2839191.81612125, 2840037.38442746, 2842137.45326561, 2842388.1671993, 2842539.64291374, 2842561.69750877, 2840491.1688463, 2838903.57999142, 2837709.41051103, 2837426.50468053, 2837534.5299001, 2837253.33939108, 2837291.24753094, 2834652.17843911, 2834625.16046102, 2835938.39968291, 2835917.7182722, 2835897.29621709, 2834589.35584948, 2834539.14859224, 2834520.20433613, 1078703.81081776, 1082647.07066032, 1082653.34458901, 1082507.38330152, 
1082293.20813799, 1080751.61373391, 1079868.90659651, 1077559.89394703, 1076599.35850686, 1076572.6343865, 1075768.17701909, 1075847.9837194, 1075425.46135896, 1074298.43295995, 1073780.03760744, 1071271.51401057, 1071248.76951062, 1073863.50544164, 1073880.6072912, 1075199.2089451, 1076517.81482684, 1076556.18792414, 1078097.64430157, 1078703.81081776))),56685577.5118546,1,30141.6760084988,0,3,TRUE,274.790178571429,86.6002214839424,145.441
"27123031300","Census Tract 313; Ramsey County; Minnesota",61621,3079,25.3,188400,3.63,847,0.524196167586879,0.244235141279636,0.0237089964274115,0.207859694706073,0,0.0704225352112676,0.176838810641628,0,0.117370892018779,0.028169014084507,0.00625978090766823,0.0516431924882629,0.144757433489828,0.259780907668232,0.0618153364632238,0.0109546165884194,0.0719874804381847,0.624557260920897,0.375442739079103,0.223449171809029,0.138681390061708,0.00032478077297824,0.450470932120818,0,0.055537512179279,0.131536213056187,list(list(c(2850770.33620029, 2850765.37730194, 2850762.069169, 2851424.79240913, 2852089.55665496, 2852086.4957725, 2853410.63849678, 2856041.0625221, 2856043.20578488, 2856054.75987206, 2856000.45973444, 2855737.03915252, 2853432.73183447, 2850777.96072594, 2850770.33620029, 1046846.48737318, 1047504.18614061, 1047813.70260543, 1047823.71308046, 1047523.48501695, 1047832.27492614, 1047853.11476214, 1047894.84777663, 1047580.57864417, 1045340.91716377, 1045027.85452823, 1045043.20624119, 1045714.19989066, 
1045890.9335146, 1046846.48737318))),11931137.9604514,0,8094.32572499303,4025.47373277905,0,FALSE,262.38202247191,22.3449171809029,61.621
"27123030704","Census Tract 307.04; Ramsey County; Minnesota",73259,4689,32,229700,3.07,1525,0.565579014715291,0.148645766687993,0.00426530177010023,0.281509916826615,0,0.010752688172043,0.156989247311828,0.0258064516129032,0.0894623655913978,0.107956989247312,0.0137634408602151,0.0546236559139785,0.0356989247311828,0.175483870967742,0.0976344086021505,0.120430107526882,0.111397849462366,0.460327868852459,0.539672131147541,0.237577308594583,0.294732352313926,0.0168479419918959,0.317551716783962,0,0.0970356152697803,0.036255065045852,list(list(c(2870960.36308931, 2871500.3755491, 2871571.00340123, 2871236.92004901, 2871585.13207357, 2874228.67215757, 2876873.49681548, 2876879.85079192, 2876886.19924562, 2875573.51809363, 2874260.84045824, 2872977.09124125, 2871246.708583, 2870960.36308931, 1050969.61385106, 1051352.55382113, 1052240.8458325, 1052907.83627436, 1053069.77639207, 1053086.58588328, 1053104.47036251, 1051790.47689979, 1050476.84951406, 1050462.69561499, 1050448.25862056, 1050438.61804475, 1050425.66694061, 1050969.61385106
))),14550405.2453437,0,12161.5217498382,4605.21149870697,0,FALSE,275.362068965517,23.7577308594583,73.259
"27123035900","Census Tract 359; Ramsey County; Minnesota",46750,1108,47,312000,1.49,742,0.469314079422383,0.40884476534296,0,0.121841155234657,0,0.0774962742175857,0.125186289120715,0.0134128166915052,0.0745156482861401,0.0327868852459016,0.022354694485842,0.0521609538002981,0.125186289120715,0.280178837555887,0.0745156482861401,0.0521609538002981,0.0700447093889717,0.291105121293801,0.7088948787062,0.751805054151625,0.118231046931408,0.0225631768953069,0.0388086642599278,0,0.0144404332129964,0.0541516245487365,list(list(c(2853546.57764198, 2854571.24403391, 2855106.38312917, 2856563.84402726, 2856669.75756676, 2856971.07066294, 2856860.80995763, 2855275.18538938, 2853588.5370748, 2853557.61058394, 2853552.69897756, 2853546.57764198, 1037029.78536448, 1037029.58835167, 1037467.8297245, 1039040.25042074, 1038566.69446268, 1038244.04220867, 1038051.04962527, 1036377.31177812, 1034730.31487348, 1036416.63971804, 1036487.68448574, 1037029.78536448))),4627049.34179878,0,1874.4954953211,0,1,TRUE,241.093023255814,75.1805054151625,46.75
"27123035300","Census Tract 353; Ramsey County; Minnesota",131591,3959,37.2,467700,2.06,1912,0.558221773175044,0.369032583985855,0.0169234655215964,0.0558221773175044,0,0.0221606648199446,0.10407597942224,0.035615354174911,0.0898298377522754,0.0110803324099723,0.0189948555599525,0.0850811238622873,0.178472497032054,0.276612584091808,0.0554016620498615,0.0803324099722992,0.0423426988523941,0.622384937238494,0.377615062761506,0.817630714826976,0.0836069714574387,0.0030310684516292,0.018438999747411,0,0.0133872189946956,0.063905026521849,list(list(c(2843001.37395199, 2842989.96628812, 2842974.97141066, 2842972.36406018, 2842969.16942212, 2844284.53748682, 2845600.16685352, 2845605.67461091, 2845608.78416636, 2845635.46005757, 2845636.57156338, 2845646.65078779, 2845671.43255242, 2844739.40569193, 2844341.89089419, 2843012.86723625, 2843001.37395199, 1035654.29772184, 1037011.23094544, 1038841.38382914, 1039144.34238513, 1039529.3307685, 1039547.31576017, 1039565.0206486, 1039161.46151043, 1038863.61258728, 1037002.95448953, 1036921.29496275, 
1036055.10318509, 1034326.41583238, 1034322.17431505, 1034320.23280677, 1034314.13863268, 1035654.29772184))),13824374.8962679,1,6757.10499605502,1119.67083029076,0,FALSE,282.320754716981,81.7630714826976,131.591
"27123042601","Census Tract 426.01; Ramsey County; Minnesota",74706,4759,33.3,289400,2.85,1662,0.701828115150242,0.17062408068922,0.0504307627652868,0.0771170413952511,0.0102389078498294,0.0537542662116041,0.110494880546075,0.00511945392491468,0.103668941979522,0.0959897610921502,0.015358361774744,0.0298634812286689,0.052901023890785,0.321672354948805,0.098122866894198,0.0648464163822526,0.0379692832764505,0.596871239470517,0.403128760529483,0.563984030258458,0.0615675562092877,0.00126076906913217,0.169783567976466,0,0.0218533305316243,0.181550745955033,list(list(c(2879282.99471397, 2881918.68677167, 2881906.58008778, 2884519.91755205, 2884564.87647528, 2884589.00486218, 2885260.10675544, 2884564.49281963, 2883952.04641302, 2882646.03819416, 2881978.46899485, 2880413.45039224, 2879377.9153598, 2879330.2113927, 2879282.99471397, 1068273.71118943, 1068334.43532698, 1068989.14639836, 1069073.25976045, 1066447.4493193, 1064800.7573065, 1064508.20913447, 1063933.75507127, 1063618.49501776, 1063229.87509465, 1063210.79993332, 1063168.47195336, 1063035.64487831, 
1066307.88703245, 1068273.71118943))),28350026.9623532,0,27035.0864487431,2565.50690493542,0,FALSE,291.46288209607,56.3984030258458,74.706
"27123037604","Census Tract 376.04; Ramsey County; Minnesota",56250,2187,49.1,252800,1.58,1386,0.518061271147691,0.221307727480567,0.00594421582075903,0.254686785550983,0,0.0558659217877095,0.090316573556797,0.0139664804469274,0.074487895716946,0.112662942271881,0.0130353817504655,0.031657355679702,0.132216014897579,0.236499068901304,0.12756052141527,0.0642458100558659,0.0474860335195531,0.255411255411255,0.744588744588745,0.607224508459076,0.271147690900777,0,0.0201188843164152,0,0.0196616369455876,0.0818472793781436,list(list(c(2837279.11969923, 2837668.37781486, 2839183.59585334, 2839193.43359442, 2839512.90300975, 2841149.78323628, 2840954.7925711, 2841755.88114383, 2843780.41957303, 2846431.13624429, 2846843.13443016, 2847725.70989744, 2845154.3778896, 2844152.38110699, 2843930.10219993, 2843165.90519249, 2841232.69159477, 2840246.78965192, 2840055.52247988, 2839233.59423957, 2838303.95836007, 2837561.92842575, 2837706.1670572, 2837691.46925151, 2837883.76291557, 2836765.43236261, 2837279.11969923, 1020479.40238594, 
1020993.01974642, 1022168.46059038, 1021094.82070408, 1021099.88181379, 1022201.22721761, 1022492.73643182, 1022605.93676092, 1023957.57073169, 1025833.31783118, 1024741.64918231, 1023429.6177162, 1020929.25425376, 1019517.69768747, 1019259.44812915, 1018874.92251227, 1018299.05961271, 1017636.74012509, 1017508.27961186, 1017206.43876309, 1017199.23098228, 1017531.92893215, 1018008.44764385, 1018567.95502326, 1019573.25916183, 1019682.7131732, 1020479.40238594))),39669415.0757089,0,0,0,1,TRUE,217.660317460317,60.7224508459076,56.25
"27123041103","Census Tract 411.03; Ramsey County; Minnesota",74750,3743,39,285900,2.07,1748,0.550360673256746,0.203580016029923,0.00106866150146941,0.244990649211862,0.0094093047569263,0.01829587036069,0.0632514375326712,0.0287506534239415,0.181913225300575,0.0480920020909566,0.0203868269733403,0.03659174072138,0.199686356508102,0.23993727130162,0.0449555671719812,0.0491374803972818,0.0595922634605332,0.329519450800915,0.670480549199085,0.560512957520705,0.205183008282127,0.0061448036334491,0.0913705583756345,0,0.01816724552498,0.118621426663104,list(list(c(2824430.45515023, 2826683.40762565, 2826712.02348867, 2829349.16618018, 2829382.38648112, 2826761.85826074, 2826434.07782797, 2824513.24219488, 2824487.88972687, 2824430.45515023, 1076323.50388151, 1076383.94165689, 1073769.94330611, 1073824.49563388, 1071195.96417671, 1071153.96660872, 1071150.83423518, 1071122.73584107, 1072792.05043929, 1076323.50388151))),18605376.4622431,0,29690.6690252197,4473.59628837416,0,FALSE,288.065359477124,56.0512957520705,74.75
